,Customer_ID,City,Work_Status,Gender,Coverage_Type,Accessbility,Vehicle_Type,Monthly_Premium,Open_Policies,Renew_Offer_Type,Vehicle_Age_In_Years,Weeks_Since_Claim
2512,10002512,Denver,Retired,Male,Primary_Plan,Website,Sedan_4 Door,122,1,3,2,30
2513,10002513,Boston,Employed,Female,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,136,3,3,2,0
2514,10002514,Indianapolis,Retired,Male,Primary_Plan,Agents,Sedan_4 Door,126,1,1,2,90
2515,10002515,Indianapolis,Employed,Male,Primary_Plan,Agents,SUV,216,2,1,2,69
2516,10002516,Fairfield,Employed,Female,Premium_Plan,Direct Branch Contact,Sedan_4 Door,226,1,4,2,52
2517,10002517,Fairfield,Unemployed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,136,4,3,2,47
2518,10002518,Denver,Employed,Female,Premium_Plan,Agents,Coupe_2 Door,236,1,4,9,142
2519,10002519,Tampa,Unemployed,Female,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,144,5,3,2,95
2520,10002520,Boston,Employed,Male,Primary_Plan,Agents,Sports Car,232,8,1,4,34
2521,10002521,Tampa,Employed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,140,2,1,2,52
2522,10002522,Denver,Medical Leave,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,146,1,2,9,133
2523,10002523,Denver,Retired,Male,Primary_Plan,Agents,Sports Car,234,2,4,4,17
2524,10002524,Fairfield,Employed,Female,Primary_Plan,Website,Coupe_2 Door,134,1,4,2,39
2525,10002525,Boston,Employed,Female,Primary_Plan,Customer_Call_Centre,Luxirious_Car,382,1,4,5,125
2526,10002526,Fairfield,Employed,Male,Extended_Plan,Agents,Sedan_4 Door,184,2,1,9,129
2527,10002527,Tampa,Unemployed,Female,Extended_Plan,Direct Branch Contact,Sedan_4 Door,168,4,1,2,0
2528,10002528,Indianapolis,Employed,Male,Primary_Plan,Customer_Call_Centre,SUV,228,8,2,2,43
2529,10002529,Boston,Employed,Female,Premium_Plan,Website,Sedan_4 Door,238,7,1,2,26
2530,10002530,Tampa,Employed,Male,Extended_Plan,Agents,Sedan_4 Door,196,3,3,2,26
2531,10002531,Denver,Unemployed,Male,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,148,1,1,2,26
2532,10002532,Indianapolis,Unemployed,Male,Extended_Plan,Agents,Coupe_2 Door,164,7,1,2,56
2533,10002533,Tampa,Employed,Female,Primary_Plan,Direct Branch Contact,Luxirious_Car,374,3,3,4,9
2534,10002534,Boston,Employed,Male,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,154,1,2,2,69
2535,10002535,Tampa,Employed,Female,Primary_Plan,Website,Sedan_4 Door,140,9,2,2,43
2536,10002536,Denver,Unemployed,Male,Premium_Plan,Website,Sedan_4 Door,226,9,1,2,43
2537,10002537,Denver,Employed,Male,Primary_Plan,Direct Branch Contact,SUV,212,3,3,2,64
2538,10002538,Boston,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,134,9,1,2,0
2539,10002539,Boston,Retired,Male,Primary_Plan,Agents,Coupe_2 Door,130,3,1,2,64
2540,10002540,Fairfield,Employed,Female,Primary_Plan,Customer_Call_Centre,Sports Car,232,2,2,3,108
2541,10002541,Fairfield,Employed,Female,Extended_Plan,Agents,Sedan_4 Door,166,1,4,2,64
2542,10002542,Boston,Unemployed,Male,Primary_Plan,Agents,Sedan_4 Door,132,3,3,9,116
2543,10002543,Fairfield,Employed,Female,Extended_Plan,Direct Branch Contact,SUV,278,1,1,2,69
2544,10002544,Fairfield,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,126,1,2,9,125
2545,10002545,Boston,Employed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,146,1,2,2,17
2546,10002546,Boston,Employed,Female,Primary_Plan,Website,Luxirious_Car,398,7,2,4,108
2547,10002547,Denver,Employed,Male,Primary_Plan,Customer_Call_Centre,Luxurious_SUV,372,1,1,4,116
2548,10002548,Boston,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,134,1,2,2,77
2549,10002549,Denver,Unemployed,Female,Extended_Plan,Website,Coupe_2 Door,184,1,3,9,133
2550,10002550,Fairfield,Unemployed,Female,Extended_Plan,Direct Branch Contact,SUV,246,1,1,2,60
2551,10002551,Denver,Employed,Female,Extended_Plan,Direct Branch Contact,Sports Car,246,6,1,4,13
2552,10002552,Tampa,Disabled,Male,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,128,1,2,2,90
2553,10002553,Indianapolis,Employed,Male,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,170,1,1,9,146
2554,10002554,Boston,Employed,Male,Primary_Plan,Direct Branch Contact,SUV,218,3,2,9,112
2555,10002555,Boston,Employed,Male,Primary_Plan,Agents,SUV,218,1,1,2,17
2556,10002556,Tampa,Employed,Male,Primary_Plan,Website,Coupe_2 Door,126,1,3,2,64
2557,10002557,Tampa,Employed,Female,Primary_Plan,Website,Sedan_4 Door,142,9,1,9,138
2558,10002558,Tampa,Unemployed,Female,Primary_Plan,Website,Coupe_2 Door,122,9,1,2,30
2559,10002559,Denver,Employed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,144,1,2,2,95
2560,10002560,Boston,Employed,Female,Primary_Plan,Agents,SUV,224,4,1,2,39
2561,10002561,Fairfield,Employed,Male,Primary_Plan,Website,Sedan_4 Door,140,2,3,2,26
2562,10002562,Denver,Employed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,142,2,2,2,86
2563,10002563,Tampa,Employed,Male,Extended_Plan,Direct Branch Contact,SUV,260,1,4,2,95
2564,10002564,Fairfield,Employed,Female,Primary_Plan,Direct Branch Contact,SUV,212,3,1,2,30
2565,10002565,Boston,Employed,Male,Primary_Plan,Website,SUV,238,1,1,2,73
2566,10002566,Fairfield,Employed,Male,Primary_Plan,Direct Branch Contact,SUV,230,2,3,9,150
2567,10002567,Fairfield,Unemployed,Male,Primary_Plan,Agents,Sedan_4 Door,146,9,2,2,26
2568,10002568,Denver,Disabled,Male,Extended_Plan,Customer_Call_Centre,Coupe_2 Door,180,8,3,2,56
2569,10002569,Tampa,Employed,Female,Extended_Plan,Direct Branch Contact,Sedan_4 Door,152,2,1,2,30
2570,10002570,Fairfield,Employed,Female,Premium_Plan,Customer_Call_Centre,Coupe_2 Door,220,1,4,2,26
2571,10002571,Boston,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,138,9,3,2,17
2572,10002572,Fairfield,Unemployed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,128,1,2,2,86
2573,10002573,Denver,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,136,1,1,2,56
2574,10002574,Tampa,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,146,1,2,9,125
2575,10002575,Denver,Employed,Male,Extended_Plan,Website,Sedan_4 Door,164,8,3,2,77
2576,10002576,Boston,Employed,Female,Primary_Plan,Agents,Coupe_2 Door,148,8,1,2,52
2577,10002577,Boston,Employed,Female,Extended_Plan,Direct Branch Contact,Sedan_4 Door,158,8,2,9,125
2578,10002578,Boston,Employed,Female,Primary_Plan,Direct Branch Contact,Sports Car,212,8,1,4,0
2579,10002579,Tampa,Employed,Female,Extended_Plan,Direct Branch Contact,SUV,254,3,3,4,99
2580,10002580,Boston,Unemployed,Male,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,134,3,1,9,112
2581,10002581,Fairfield,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,142,8,1,2,17
2582,10002582,Tampa,Unemployed,Male,Primary_Plan,Website,Sedan_4 Door,146,1,2,2,52
2583,10002583,Boston,Medical Leave,Male,Premium_Plan,Agents,Coupe_2 Door,230,2,2,2,95
2584,10002584,Boston,Employed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,142,2,2,2,69
2585,10002585,Tampa,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,124,3,4,2,82
2586,10002586,Boston,Employed,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,144,1,4,2,47
2587,10002587,Boston,Unemployed,Male,Extended_Plan,Website,SUV,248,2,1,2,52
2588,10002588,Denver,Disabled,Female,Primary_Plan,Agents,Sedan_4 Door,134,1,1,2,26
2589,10002589,Fairfield,Unemployed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,146,1,4,2,34
2590,10002590,Denver,Unemployed,Male,Primary_Plan,Website,Sedan_4 Door,134,9,2,2,43
2591,10002591,Fairfield,Employed,Male,Extended_Plan,Direct Branch Contact,Sedan_4 Door,156,9,2,9,116
2592,10002592,Boston,Employed,Female,Extended_Plan,Agents,SUV,260,1,2,2,52
2593,10002593,Denver,Employed,Female,Premium_Plan,Website,Sedan_4 Door,226,9,2,2,86
2594,10002594,Fairfield,Medical Leave,Female,Premium_Plan,Direct Branch Contact,Coupe_2 Door,230,1,1,9,120
2595,10002595,Indianapolis,Unemployed,Female,Extended_Plan,Customer_Call_Centre,Coupe_2 Door,152,6,3,2,86
2596,10002596,Tampa,Unemployed,Female,Primary_Plan,Agents,Sedan_4 Door,122,7,1,2,73
2597,10002597,Boston,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,124,1,1,2,73
2598,10002598,Boston,Unemployed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,124,2,2,9,133
2599,10002599,Indianapolis,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,132,1,4,9,146
2600,10002600,Tampa,Employed,Male,Primary_Plan,Website,Luxirious_Car,362,2,1,2,90
2601,10002601,Boston,Unemployed,Female,Extended_Plan,Direct Branch Contact,Sedan_4 Door,192,1,1,2,82
2602,10002602,Denver,Employed,Male,Extended_Plan,Direct Branch Contact,Coupe_2 Door,164,2,1,9,133
2603,10002603,Denver,Unemployed,Female,Primary_Plan,Agents,Sedan_4 Door,124,9,3,2,95
2604,10002604,Denver,Medical Leave,Female,Premium_Plan,Customer_Call_Centre,Sedan_4 Door,218,1,1,9,116
2605,10002605,Indianapolis,Employed,Female,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,164,2,3,9,125
2606,10002606,Denver,Unemployed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,134,1,4,2,4
2607,10002607,Indianapolis,Employed,Female,Extended_Plan,Agents,Luxurious_SUV,478,7,2,2,82
2608,10002608,Boston,Unemployed,Female,Extended_Plan,Customer_Call_Centre,Coupe_2 Door,178,1,1,2,43
2609,10002609,Denver,Unemployed,Male,Primary_Plan,Agents,Sedan_4 Door,138,5,1,9,133
2610,10002610,Tampa,Employed,Male,Primary_Plan,Agents,SUV,204,3,1,2,13
2611,10002611,Tampa,Medical Leave,Male,Primary_Plan,Agents,SUV,212,1,1,2,69
2612,10002612,Denver,Unemployed,Male,Primary_Plan,Direct Branch Contact,Coupe_2 Door,138,1,2,2,22
2613,10002613,Tampa,Employed,Male,Extended_Plan,Website,SUV,250,9,4,2,69
2614,10002614,Boston,Employed,Male,Premium_Plan,Customer_Call_Centre,Sedan_4 Door,222,3,3,3,17
2615,10002615,Denver,Employed,Female,Primary_Plan,Website,Sedan_4 Door,122,2,3,9,112
2616,10002616,Tampa,Employed,Female,Premium_Plan,Direct Branch Contact,Sedan_4 Door,214,6,2,3,47
2617,10002617,Boston,Unemployed,Female,Extended_Plan,Agents,Coupe_2 Door,192,1,3,3,9
2618,10002618,Fairfield,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,148,2,4,3,9
2619,10002619,Boston,Employed,Male,Primary_Plan,Agents,Coupe_2 Door,132,1,1,3,30
2620,10002620,Denver,Employed,Male,Primary_Plan,Agents,SUV,228,9,2,5,103
2621,10002621,Denver,Medical Leave,Male,Extended_Plan,Agents,Sports Car,264,8,2,4,22
2622,10002622,Fairfield,Employed,Male,Primary_Plan,Agents,SUV,234,1,3,3,13
2623,10002623,Denver,Employed,Male,Primary_Plan,Customer_Call_Centre,Luxurious_SUV,398,1,4,4,0
2624,10002624,Indianapolis,Unemployed,Male,Extended_Plan,Direct Branch Contact,Sedan_4 Door,160,1,1,5,120
2625,10002625,Tampa,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,132,2,4,3,30
2626,10002626,Denver,Medical Leave,Male,Extended_Plan,Direct Branch Contact,Sedan_4 Door,196,1,2,2,82
2627,10002627,Tampa,Medical Leave,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,142,1,2,5,125
2628,10002628,Fairfield,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,142,1,4,5,125
2629,10002629,Tampa,Unemployed,Female,Premium_Plan,Direct Branch Contact,Sedan_4 Door,230,3,1,3,0
2630,10002630,Boston,Unemployed,Female,Primary_Plan,Agents,Sedan_4 Door,126,7,1,2,90
2631,10002631,Fairfield,Unemployed,Female,Premium_Plan,Agents,Sedan_4 Door,220,9,1,2,95
2632,10002632,Tampa,Employed,Female,Primary_Plan,Website,Sedan_4 Door,148,2,2,3,13
2633,10002633,Denver,Disabled,Male,Primary_Plan,Agents,Sedan_4 Door,128,2,3,5,133
2634,10002634,Denver,Disabled,Male,Primary_Plan,Direct Branch Contact,Sports Car,206,1,1,4,34
2635,10002635,Denver,Medical Leave,Male,Primary_Plan,Agents,Coupe_2 Door,130,2,1,5,120
2636,10002636,Indianapolis,Disabled,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,146,2,2,3,17
2637,10002637,Tampa,Disabled,Female,Primary_Plan,Customer_Call_Centre,SUV,236,9,1,5,129
2638,10002638,Tampa,Unemployed,Male,Extended_Plan,Agents,Sedan_4 Door,194,4,1,3,17
2639,10002639,Fairfield,Employed,Female,Primary_Plan,Website,Sedan_4 Door,126,1,2,3,47
2640,10002640,Indianapolis,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,136,4,2,3,17
2641,10002641,Denver,Employed,Male,Primary_Plan,Website,SUV,202,1,1,3,34
2642,10002642,Boston,Unemployed,Female,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,174,3,3,3,9
2643,10002643,Boston,Medical Leave,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,138,1,3,3,0
2644,10002644,Boston,Employed,Male,Primary_Plan,Website,Sedan_4 Door,132,2,2,2,82
2645,10002645,Denver,Employed,Female,Extended_Plan,Direct Branch Contact,Sedan_4 Door,158,4,2,5,125
2646,10002646,Fairfield,Employed,Female,Extended_Plan,Website,Coupe_2 Door,164,7,1,3,17
2647,10002647,Boston,Employed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,128,1,3,3,0
2648,10002648,Denver,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,138,3,1,3,17
2649,10002649,Tampa,Unemployed,Female,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,124,3,2,2,52
2650,10002650,Denver,Disabled,Male,Extended_Plan,Direct Branch Contact,SUV,256,1,1,3,26
2651,10002651,Denver,Employed,Male,Extended_Plan,Agents,Sedan_4 Door,166,4,1,2,77
2652,10002652,Tampa,Employed,Female,Primary_Plan,Direct Branch Contact,SUV,220,2,1,5,133
2653,10002653,Boston,Employed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,124,1,2,5,150
2654,10002654,Boston,Employed,Female,Premium_Plan,Agents,Coupe_2 Door,234,9,2,2,69
2655,10002655,Denver,Unemployed,Female,Primary_Plan,Agents,Coupe_2 Door,132,1,1,2,52
2656,10002656,Boston,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,134,5,1,5,142
2657,10002657,Denver,Unemployed,Female,Primary_Plan,Agents,Sedan_4 Door,138,1,1,2,56
2658,10002658,Fairfield,Employed,Female,Primary_Plan,Direct Branch Contact,SUV,216,3,2,3,13
2659,10002659,Tampa,Unemployed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,124,6,3,2,95
2660,10002660,Indianapolis,Employed,Male,Primary_Plan,Website,Coupe_2 Door,122,3,3,5,116
2661,10002661,Indianapolis,Unemployed,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,140,3,1,2,56
2662,10002662,Boston,Employed,Male,Premium_Plan,Website,Sedan_4 Door,222,3,3,4,99
2663,10002663,Fairfield,Unemployed,Female,Extended_Plan,Agents,Sedan_4 Door,164,6,3,2,60
2664,10002664,Denver,Employed,Male,Extended_Plan,Direct Branch Contact,Coupe_2 Door,178,2,2,3,26
2665,10002665,Denver,Employed,Male,Extended_Plan,Direct Branch Contact,Coupe_2 Door,166,7,2,5,129
2666,10002666,Denver,Unemployed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,148,1,1,3,0
2667,10002667,Boston,Medical Leave,Female,Primary_Plan,Agents,Sedan_4 Door,128,6,1,3,17
2668,10002668,Denver,Employed,Female,Primary_Plan,Agents,SUV,218,1,1,2,69
2669,10002669,Denver,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,146,5,1,3,30
2670,10002670,Tampa,Employed,Male,Primary_Plan,Website,Sedan_4 Door,132,1,2,2,56
2671,10002671,Indianapolis,Unemployed,Female,Extended_Plan,Agents,Sedan_4 Door,184,6,3,3,4
2672,10002672,Indianapolis,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,128,5,3,2,56
2673,10002673,Boston,Employed,Female,Primary_Plan,Customer_Call_Centre,SUV,230,3,2,6,34
2674,10002674,Denver,Employed,Female,Extended_Plan,Customer_Call_Centre,Coupe_2 Door,160,1,2,2,60
2675,10002675,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,122,4,3,2,73
2676,10002676,Indianapolis,Employed,Female,Premium_Plan,Agents,Sedan_4 Door,220,8,1,2,73
2677,10002677,Tampa,Unemployed,Male,Extended_Plan,Website,Coupe_2 Door,172,8,2,6,17
2678,10002678,Tampa,Employed,Male,Extended_Plan,Direct Branch Contact,Sedan_4 Door,170,8,2,5,138
2679,10002679,Denver,Disabled,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,128,1,3,5,138
2680,10002680,Tampa,Unemployed,Female,Primary_Plan,Website,SUV,220,1,1,6,17
2681,10002681,Boston,Unemployed,Male,Extended_Plan,Customer_Call_Centre,Coupe_2 Door,180,5,1,6,17
2682,10002682,Boston,Employed,Male,Primary_Plan,Agents,Coupe_2 Door,144,3,1,2,77
2683,10002683,Tampa,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,132,7,2,5,138
2684,10002684,Denver,Unemployed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,134,1,4,6,26
2685,10002685,Boston,Medical Leave,Female,Primary_Plan,Website,SUV,216,3,2,2,90
2686,10002686,Boston,Employed,Female,Primary_Plan,Customer_Call_Centre,Luxirious_Car,390,1,4,4,133
2687,10002687,Denver,Employed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,134,1,1,5,150
2688,10002688,Boston,Employed,Female,Primary_Plan,Website,Coupe_2 Door,140,1,2,2,90
2689,10002689,Indianapolis,Unemployed,Female,Primary_Plan,Website,Sports Car,224,3,1,2,52
2690,10002690,Denver,Employed,Male,Extended_Plan,Agents,Sedan_4 Door,174,7,1,6,26
2691,10002691,Boston,Disabled,Female,Primary_Plan,Agents,Sedan_4 Door,144,3,3,6,39
2692,10002692,Denver,Unemployed,Female,Extended_Plan,Direct Branch Contact,Coupe_2 Door,158,3,1,5,138
2693,10002693,Indianapolis,Unemployed,Male,Extended_Plan,Website,Sedan_4 Door,168,4,3,5,138
2694,10002694,Denver,Employed,Female,Primary_Plan,Customer_Call_Centre,Luxurious_SUV,360,1,1,4,0
2695,10002695,Fairfield,Employed,Female,Extended_Plan,Direct Branch Contact,Luxurious_SUV,432,1,2,2,73
2696,10002696,Boston,Employed,Male,Primary_Plan,Customer_Call_Centre,SUV,230,3,1,2,60
2697,10002697,Denver,Unemployed,Female,Primary_Plan,Agents,Sedan_4 Door,148,4,1,5,142
2698,10002698,Tampa,Employed,Female,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,158,3,4,2,64
2699,10002699,Denver,Unemployed,Male,Primary_Plan,Agents,SUV,200,1,1,4,133
2700,10002700,Boston,Employed,Male,Extended_Plan,Website,Coupe_2 Door,174,3,3,2,64
2701,10002701,Tampa,Employed,Male,Primary_Plan,Direct Branch Contact,SUV,228,1,4,2,77
2702,10002702,Tampa,Unemployed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,130,2,4,6,30
2703,10002703,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,Sports Car,234,3,2,2,129
2704,10002704,Denver,Employed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,132,2,2,2,64
2705,10002705,Fairfield,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,132,1,4,6,47
2706,10002706,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,142,6,4,2,73
2707,10002707,Denver,Employed,Male,Primary_Plan,Direct Branch Contact,SUV,210,4,1,6,34
2708,10002708,Denver,Employed,Male,Primary_Plan,Website,SUV,228,4,4,4,108
2709,10002709,Boston,Unemployed,Male,Premium_Plan,Website,SUV,318,2,1,2,82
2710,10002710,Boston,Unemployed,Male,Extended_Plan,Direct Branch Contact,SUV,250,3,1,6,30
2711,10002711,Boston,Unemployed,Male,Extended_Plan,Agents,Sedan_4 Door,162,3,1,6,43
2712,10002712,Tampa,Disabled,Male,Primary_Plan,Direct Branch Contact,SUV,220,1,3,4,120
2713,10002713,Indianapolis,Unemployed,Female,Premium_Plan,Direct Branch Contact,SUV,346,2,2,4,103
2714,10002714,Denver,Employed,Female,Primary_Plan,Website,SUV,230,4,2,6,43
2715,10002715,Boston,Employed,Female,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,166,7,2,2,77
2716,10002716,Boston,Employed,Male,Primary_Plan,Customer_Call_Centre,SUV,218,3,3,4,138
2717,10002717,Tampa,Employed,Female,Primary_Plan,Agents,Coupe_2 Door,132,3,2,4,112
2718,10002718,Boston,Unemployed,Male,Primary_Plan,Direct Branch Contact,Luxirious_Car,364,1,3,4,103
2719,10002719,Boston,Employed,Female,Premium_Plan,Agents,Sedan_4 Door,222,1,2,2,77
2720,10002720,Denver,Employed,Male,Primary_Plan,Direct Branch Contact,SUV,206,2,2,6,26
2721,10002721,Denver,Unemployed,Female,Primary_Plan,Direct Branch Contact,SUV,208,1,1,2,82
2722,10002722,Fairfield,Unemployed,Male,Extended_Plan,Direct Branch Contact,Coupe_2 Door,152,2,3,6,0
2723,10002723,Indianapolis,Unemployed,Female,Primary_Plan,Customer_Call_Centre,SUV,234,4,3,6,0
2724,10002724,Denver,Employed,Male,Primary_Plan,Website,SUV,218,5,1,6,13
2725,10002725,Denver,Employed,Male,Primary_Plan,Agents,Coupe_2 Door,126,1,3,6,13
2726,10002726,Boston,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,144,3,1,6,13
2727,10002727,Denver,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,130,9,3,6,9
2728,10002728,Boston,Employed,Male,Primary_Plan,Website,Sedan_4 Door,142,5,3,4,108
2729,10002729,Boston,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,144,1,4,6,34
2730,10002730,Denver,Employed,Female,Primary_Plan,Website,Sedan_4 Door,138,1,2,6,13
2731,10002731,Boston,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,136,1,4,2,86
2732,10002732,Boston,Employed,Male,Primary_Plan,Website,Luxurious_SUV,398,1,2,4,30
2733,10002733,Boston,Unemployed,Female,Primary_Plan,Customer_Call_Centre,SUV,212,1,4,4,125
2734,10002734,Boston,Employed,Male,Primary_Plan,Website,Sedan_4 Door,128,1,3,4,99
2735,10002735,Fairfield,Employed,Male,Extended_Plan,Direct Branch Contact,SUV,244,2,2,4,142
2736,10002736,Indianapolis,Medical Leave,Male,Extended_Plan,Direct Branch Contact,Coupe_2 Door,174,1,2,4,150
2737,10002737,Tampa,Employed,Male,Extended_Plan,Agents,Sedan_4 Door,160,1,2,4,142
2738,10002738,Indianapolis,Unemployed,Female,Primary_Plan,Agents,Coupe_2 Door,130,2,2,6,43
2739,10002739,Denver,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,126,5,4,4,142
2740,10002740,Tampa,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,142,3,3,6,9
2741,10002741,Denver,Employed,Male,Primary_Plan,Website,Sedan_4 Door,144,3,1,4,120
2742,10002742,Denver,Medical Leave,Male,Extended_Plan,Agents,Coupe_2 Door,172,1,4,6,34
2743,10002743,Boston,Employed,Male,Primary_Plan,Website,Sedan_4 Door,136,3,3,6,43
2744,10002744,Fairfield,Unemployed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,138,7,1,4,133
2745,10002745,Fairfield,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,130,1,4,4,150
2746,10002746,Tampa,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,132,2,4,6,30
2747,10002747,Boston,Medical Leave,Male,Primary_Plan,Direct Branch Contact,SUV,238,1,3,4,146
2748,10002748,Tampa,Employed,Male,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,122,1,2,6,22
2749,10002749,Boston,Unemployed,Male,Primary_Plan,Direct Branch Contact,Coupe_2 Door,144,2,3,6,34
2750,10002750,Tampa,Employed,Female,Primary_Plan,Agents,Coupe_2 Door,132,1,3,4,125
2751,10002751,Tampa,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,130,1,3,6,30
2752,10002752,Boston,Employed,Female,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,190,5,1,6,43
2753,10002753,Denver,Employed,Female,Primary_Plan,Agents,SUV,232,1,4,2,82
2754,10002754,Indianapolis,Employed,Male,Extended_Plan,Agents,Sedan_4 Door,176,1,1,2,64
2755,10002755,Boston,Unemployed,Male,Primary_Plan,Direct Branch Contact,Coupe_2 Door,128,4,4,2,95
2756,10002756,Boston,Unemployed,Female,Primary_Plan,Agents,SUV,202,2,1,6,43
2757,10002757,Denver,Unemployed,Female,Extended_Plan,Website,Sedan_4 Door,184,1,1,6,13
2758,10002758,Boston,Employed,Male,Extended_Plan,Agents,Coupe_2 Door,178,9,1,6,4
2759,10002759,Denver,Employed,Female,Extended_Plan,Website,Sports Car,278,2,3,4,4
2760,10002760,Denver,Employed,Male,Primary_Plan,Agents,Luxurious_SUV,392,1,3,4,34
2761,10002761,Denver,Employed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,132,2,1,6,26
2762,10002762,Denver,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,144,1,4,6,26
2763,10002763,Tampa,Employed,Female,Primary_Plan,Agents,SUV,210,1,2,2,52
2764,10002764,Denver,Retired,Male,Primary_Plan,Agents,SUV,212,2,1,6,47
2765,10002765,Denver,Unemployed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,142,1,3,2,95
2766,10002766,Boston,Employed,Male,Extended_Plan,Agents,Sedan_4 Door,180,1,3,4,112
2767,10002767,Tampa,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,130,1,2,6,43
2768,10002768,Boston,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,142,3,1,2,69
2769,10002769,Indianapolis,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,134,2,1,6,17
2770,10002770,Boston,Unemployed,Male,Primary_Plan,Agents,Luxurious_SUV,388,2,1,4,0
2771,10002771,Boston,Unemployed,Female,Primary_Plan,Agents,Sedan_4 Door,126,1,1,2,95
2772,10002772,Fairfield,Employed,Female,Extended_Plan,Customer_Call_Centre,Coupe_2 Door,182,3,1,4,99
