,city,type_of_plan,highest_level_education,work_status,gender,relationship_status,payment_per_month,weeks_since_claim,open_policies,Renew_Offer_Type,reachability,type_of_vehicle,churn
4661,Accra,primary_plan,Bachelor,Employed,male,Married,128,4,1,3,customer_call_centre,4-door_car,No
4662,Cape_coast,extended_plan,High School or Below,Unemployed,male,Single,178,0,5,1,customer_call_centre,4-door_car,No
4663,Kumasi,primary_plan,College,Employed,female,Married,130,99,1,3,via_the_web,2-door_car,No
4664,Accra,extended_plan,Master,Medical Leave,male,Married,154,22,1,2,contacting_agent,4-door_car,No
4665,Accra,primary_plan,Bachelor,Employed,male,Married,138,17,1,2,contacting_agent,2-door_car,Yes
4666,Kumasi,primary_plan,College,Unemployed,male,Single,138,39,3,4,contacting_branch_directly,2-door_car,No
4667,Tamale,primary_plan,High School or Below,Medical Leave,male,Single,146,95,4,2,customer_call_centre,4-door_car,Yes
4668,Kumasi,primary_plan,High School or Below,Unemployed,female,Single,232,82,1,1,via_the_web,SUV,No
4669,Tamale,primary_plan,High School or Below,Employed,male,Divorced,142,4,8,4,customer_call_centre,2-door_car,No
4670,Takoradi,primary_plan,High School or Below,Employed,male,Married,122,26,2,2,contacting_agent,4-door_car,Yes
4671,Cape_coast,premium_plan,College,Employed,female,Single,238,9,2,1,via_the_web,4-door_car,No
4672,Cape_coast,extended_plan,College,Employed,female,Single,278,73,3,3,customer_call_centre,SUV,No
4673,Kumasi,extended_plan,College,Employed,female,Married,178,47,1,4,customer_call_centre,4-door_car,No
4674,Accra,primary_plan,College,Employed,male,Married,138,52,1,1,contacting_agent,2-door_car,No
4675,Kumasi,primary_plan,Bachelor,Unemployed,female,Single,122,56,2,1,contacting_agent,4-door_car,No
4676,Kumasi,extended_plan,High School or Below,Employed,male,Single,166,129,7,2,contacting_branch_directly,2-door_car,Yes
4677,Takoradi,primary_plan,Bachelor,Employed,male,Married,216,39,2,2,customer_call_centre,SUV,No
4678,Kumasi,primary_plan,Bachelor,Unemployed,male,Single,126,34,1,1,contacting_branch_directly,2-door_car,No
4679,Takoradi,primary_plan,Bachelor,Employed,female,Married,210,150,9,1,customer_call_centre,SUV,No
4680,Cape_coast,primary_plan,College,Unemployed,male,Single,146,120,3,3,contacting_agent,2-door_car,No
4681,Takoradi,extended_plan,Bachelor,Employed,female,Married,176,95,1,1,contacting_agent,4-door_car,No
4682,Kumasi,primary_plan,Bachelor,Unemployed,female,Single,360,17,6,2,contacting_agent,luxirious_car,No
4683,Takoradi,extended_plan,Master,Employed,female,Married,156,17,5,1,contacting_agent,4-door_car,No
4684,Kumasi,primary_plan,College,Employed,female,Married,208,99,2,1,contacting_agent,SUV,No
4685,Takoradi,primary_plan,College,Employed,female,Married,144,26,7,3,contacting_agent,4-door_car,No
4686,Kumasi,primary_plan,Bachelor,Employed,male,Married,132,30,2,4,via_the_web,2-door_car,No
4687,Tamale,primary_plan,High School or Below,Unemployed,female,Married,144,116,1,1,via_the_web,4-door_car,No
4688,Takoradi,extended_plan,Bachelor,Employed,male,Married,152,43,1,2,contacting_agent,4-door_car,No
4689,Takoradi,primary_plan,Master,Employed,male,Married,208,4,1,2,via_the_web,SUV,No
4690,Takoradi,primary_plan,College,Unemployed,male,Single,134,30,5,3,contacting_agent,4-door_car,No
4691,Accra,primary_plan,Bachelor,Employed,female,Married,218,108,1,2,contacting_branch_directly,SUV,No
4692,Kumasi,extended_plan,High School or Below,Employed,male,Married,152,17,4,2,via_the_web,4-door_car,No
4693,Takoradi,primary_plan,Bachelor,Employed,female,Married,136,69,1,2,contacting_agent,2-door_car,No
4694,Accra,extended_plan,Bachelor,Unemployed,female,Single,264,73,3,1,contacting_branch_directly,SUV,No
4695,Accra,primary_plan,College,Employed,female,Married,132,0,2,1,contacting_branch_directly,4-door_car,No
4696,Kumasi,primary_plan,Bachelor,Employed,male,Married,128,116,1,2,contacting_branch_directly,4-door_car,No
4697,Accra,primary_plan,Bachelor,Employed,female,Divorced,140,133,1,4,customer_call_centre,4-door_car,No
4698,Accra,extended_plan,High School or Below,Employed,male,Single,246,4,4,1,customer_call_centre,Sports Car,No
4699,Accra,primary_plan,High School or Below,Unemployed,male,Single,142,17,2,2,customer_call_centre,4-door_car,No
4700,Kumasi,premium_plan,College,Unemployed,female,Single,234,0,1,2,contacting_branch_directly,4-door_car,No
4701,Kumasi,extended_plan,High School or Below,Unemployed,female,Single,194,133,9,1,via_the_web,4-door_car,No
4702,Accra,primary_plan,Bachelor,Unemployed,male,Single,128,0,1,2,contacting_agent,4-door_car,No
4703,Takoradi,primary_plan,Bachelor,Disabled,female,Divorced,142,56,4,1,contacting_branch_directly,4-door_car,No
4704,Accra,extended_plan,Master,Employed,female,Married,166,125,1,2,via_the_web,4-door_car,No
4705,Kumasi,primary_plan,Master,Employed,male,Married,216,142,9,2,customer_call_centre,SUV,No
4706,Tamale,primary_plan,College,Employed,male,Single,138,56,1,2,contacting_agent,4-door_car,Yes
4707,Kumasi,extended_plan,High School or Below,Retired,female,Divorced,168,60,4,1,contacting_branch_directly,4-door_car,No
4708,Kumasi,primary_plan,College,Employed,male,Married,230,34,3,1,contacting_agent,SUV,No
4709,Cape_coast,primary_plan,Bachelor,Disabled,male,Married,134,64,1,1,contacting_branch_directly,4-door_car,No
4710,Kumasi,primary_plan,High School or Below,Employed,female,Married,122,142,1,2,customer_call_centre,4-door_car,No
4711,Accra,primary_plan,High School or Below,Employed,male,Married,374,60,1,3,via_the_web,luxirious_car,No
4712,Kumasi,extended_plan,Bachelor,Employed,female,Married,178,103,1,2,customer_call_centre,4-door_car,No
4713,Accra,primary_plan,Bachelor,Unemployed,male,Single,138,4,4,3,customer_call_centre,4-door_car,No
4714,Accra,extended_plan,Bachelor,Unemployed,male,Divorced,172,125,2,2,contacting_branch_directly,4-door_car,No
4715,Cape_coast,extended_plan,Master,Unemployed,male,Divorced,190,60,1,1,contacting_branch_directly,4-door_car,No
4716,Kumasi,extended_plan,College,Employed,female,Married,188,60,1,2,customer_call_centre,2-door_car,Yes
4717,Accra,extended_plan,Master,Employed,male,Married,252,146,1,2,contacting_agent,SUV,No
4718,Kumasi,primary_plan,Bachelor,Employed,male,Married,206,60,2,2,customer_call_centre,SUV,No
4719,Accra,extended_plan,Bachelor,Unemployed,female,Married,468,47,7,1,contacting_agent,luxurious_suv,No
4720,Tamale,primary_plan,College,Employed,female,Married,138,73,2,1,contacting_agent,4-door_car,No
4721,Takoradi,primary_plan,College,Employed,male,Married,228,52,2,1,contacting_agent,SUV,No
4722,Takoradi,extended_plan,High School or Below,Disabled,male,Married,178,86,4,4,contacting_branch_directly,4-door_car,No
4723,Kumasi,extended_plan,Master,Employed,male,Married,164,129,3,1,contacting_branch_directly,2-door_car,No
4724,Kumasi,primary_plan,High School or Below,Employed,male,Married,144,56,8,4,contacting_branch_directly,2-door_car,No
4725,Cape_coast,extended_plan,College,Employed,female,Married,256,142,1,4,contacting_branch_directly,SUV,No
4726,Accra,primary_plan,Bachelor,Employed,male,Married,124,4,5,2,customer_call_centre,4-door_car,Yes
4727,Kumasi,primary_plan,High School or Below,Unemployed,male,Married,224,133,1,3,contacting_agent,SUV,No
4728,Accra,primary_plan,College,Employed,female,Divorced,206,69,1,1,customer_call_centre,SUV,No
4729,Cape_coast,extended_plan,Bachelor,Employed,male,Married,278,103,5,1,contacting_agent,Sports Car,No
4730,Accra,primary_plan,High School or Below,Unemployed,female,Single,126,99,3,1,contacting_branch_directly,4-door_car,No
4731,Takoradi,primary_plan,Doctor,Employed,male,Married,146,13,7,3,contacting_agent,4-door_car,No
4732,Kumasi,primary_plan,High School or Below,Employed,female,Married,136,43,2,1,contacting_agent,4-door_car,No
4733,Kumasi,extended_plan,College,Employed,male,Married,164,86,3,3,contacting_branch_directly,2-door_car,No
4734,Kumasi,extended_plan,Doctor,Employed,female,Married,182,9,9,1,via_the_web,4-door_car,No
4735,Cape_coast,primary_plan,High School or Below,Employed,male,Single,216,95,7,1,contacting_agent,SUV,No
4736,Cape_coast,primary_plan,Bachelor,Employed,male,Married,228,69,1,2,customer_call_centre,SUV,No
4737,Kumasi,extended_plan,Bachelor,Employed,female,Married,178,90,3,3,contacting_branch_directly,4-door_car,No
4738,Accra,primary_plan,Bachelor,Employed,female,Married,236,0,1,2,via_the_web,SUV,No
4739,Cape_coast,primary_plan,College,Unemployed,male,Divorced,236,9,1,1,contacting_branch_directly,SUV,No
4740,Kumasi,premium_plan,Bachelor,Employed,female,Married,342,116,2,1,contacting_branch_directly,SUV,No
4741,Tamale,primary_plan,College,Employed,male,Single,138,52,1,2,customer_call_centre,4-door_car,Yes
4742,Kumasi,primary_plan,College,Employed,female,Single,234,4,5,1,via_the_web,Sports Car,No
4743,Kumasi,primary_plan,College,Employed,male,Married,132,30,2,4,contacting_branch_directly,2-door_car,No
4744,Kumasi,primary_plan,College,Medical Leave,female,Single,130,9,4,1,via_the_web,2-door_car,Yes
4745,Tamale,extended_plan,High School or Below,Employed,male,Married,188,142,1,4,contacting_agent,2-door_car,No
4746,Cape_coast,primary_plan,Master,Employed,male,Single,148,99,1,2,via_the_web,4-door_car,No
4747,Takoradi,extended_plan,Bachelor,Employed,male,Single,152,43,2,4,via_the_web,4-door_car,No
4748,Kumasi,extended_plan,High School or Below,Unemployed,male,Single,414,56,6,2,contacting_agent,luxirious_car,No
4749,Takoradi,primary_plan,High School or Below,Unemployed,female,Married,140,82,1,4,contacting_agent,4-door_car,No
4750,Accra,extended_plan,College,Employed,female,Single,162,17,1,1,customer_call_centre,4-door_car,No
4751,Tamale,primary_plan,High School or Below,Retired,male,Married,122,30,1,3,via_the_web,4-door_car,Yes
4752,Accra,extended_plan,Bachelor,Unemployed,male,Married,192,47,2,2,contacting_agent,4-door_car,No
4753,Kumasi,extended_plan,College,Unemployed,male,Married,244,95,9,2,contacting_agent,SUV,No
4754,Accra,primary_plan,College,Employed,female,Married,128,0,9,1,contacting_agent,4-door_car,No
4755,Kumasi,primary_plan,Bachelor,Unemployed,female,Divorced,124,77,3,1,contacting_branch_directly,4-door_car,No
4756,Accra,primary_plan,Doctor,Employed,female,Single,148,64,1,3,contacting_branch_directly,4-door_car,No
4757,Kumasi,extended_plan,Bachelor,Employed,male,Married,194,90,1,2,via_the_web,4-door_car,No
4758,Kumasi,extended_plan,Bachelor,Employed,male,Married,244,142,1,1,contacting_agent,SUV,No
4759,Accra,primary_plan,Bachelor,Employed,male,Married,140,43,1,2,contacting_agent,2-door_car,No
4760,Takoradi,primary_plan,High School or Below,Unemployed,male,Single,214,95,4,4,via_the_web,SUV,No
4761,Takoradi,extended_plan,Bachelor,Employed,male,Married,160,64,7,1,customer_call_centre,4-door_car,No
4762,Cape_coast,primary_plan,Bachelor,Unemployed,female,Married,210,142,3,1,via_the_web,SUV,No
4763,Kumasi,primary_plan,College,Employed,male,Divorced,212,30,3,2,contacting_branch_directly,SUV,No
4764,Kumasi,primary_plan,Master,Medical Leave,male,Married,124,133,2,1,contacting_branch_directly,4-door_car,No
4765,Kumasi,primary_plan,College,Employed,male,Married,146,52,1,2,via_the_web,4-door_car,No
4766,Accra,extended_plan,College,Employed,male,Married,152,90,5,2,customer_call_centre,2-door_car,No
4767,Tamale,primary_plan,College,Employed,female,Divorced,126,69,9,1,contacting_agent,4-door_car,No
4768,Takoradi,premium_plan,Bachelor,Employed,female,Married,388,146,3,2,via_the_web,SUV,No
4769,Tamale,primary_plan,Master,Employed,male,Married,140,13,7,2,contacting_branch_directly,2-door_car,No
4770,Kumasi,primary_plan,High School or Below,Employed,female,Divorced,230,4,1,3,via_the_web,SUV,No
4771,Tamale,primary_plan,Bachelor,Employed,male,Married,144,133,2,4,contacting_agent,4-door_car,No
4772,Kumasi,primary_plan,High School or Below,Medical Leave,male,Single,148,73,8,4,via_the_web,4-door_car,No
4773,Accra,primary_plan,Bachelor,Medical Leave,male,Married,144,133,1,2,customer_call_centre,2-door_car,No
4774,Kumasi,premium_plan,College,Employed,female,Married,224,4,1,2,contacting_branch_directly,4-door_car,No
4775,Cape_coast,primary_plan,Bachelor,Employed,male,Married,140,47,9,2,contacting_agent,2-door_car,No
4776,Takoradi,primary_plan,High School or Below,Employed,male,Married,132,34,4,4,contacting_agent,4-door_car,No
4777,Cape_coast,primary_plan,Doctor,Disabled,male,Married,208,86,8,2,contacting_branch_directly,SUV,No
4778,Takoradi,primary_plan,Bachelor,Employed,male,Single,134,13,9,1,contacting_agent,4-door_car,No
4779,Accra,extended_plan,Bachelor,Employed,female,Single,174,108,1,2,contacting_branch_directly,2-door_car,No
4780,Accra,extended_plan,High School or Below,Unemployed,male,Single,198,64,5,4,via_the_web,2-door_car,No
4781,Kumasi,primary_plan,College,Unemployed,male,Single,376,22,1,3,contacting_agent,luxurious_suv,No
4782,Accra,primary_plan,College,Employed,female,Single,126,39,9,3,customer_call_centre,4-door_car,No
4783,Kumasi,extended_plan,College,Unemployed,female,Married,152,120,3,1,contacting_agent,2-door_car,No
4784,Kumasi,extended_plan,College,Retired,female,Divorced,168,108,8,1,contacting_agent,2-door_car,No
4785,Accra,primary_plan,College,Unemployed,male,Single,146,69,9,2,contacting_branch_directly,4-door_car,No
4786,Cape_coast,primary_plan,High School or Below,Employed,female,Single,126,13,2,4,via_the_web,4-door_car,No
4787,Takoradi,extended_plan,Master,Employed,female,Married,160,47,1,4,contacting_branch_directly,4-door_car,No
4788,Kumasi,primary_plan,High School or Below,Unemployed,male,Single,142,47,1,2,via_the_web,4-door_car,No
4789,Kumasi,primary_plan,High School or Below,Employed,female,Married,134,56,4,3,contacting_agent,4-door_car,No
4790,Accra,extended_plan,High School or Below,Employed,female,Married,180,4,1,2,contacting_agent,2-door_car,Yes
4791,Kumasi,extended_plan,College,Employed,female,Married,158,86,7,1,contacting_agent,4-door_car,No
4792,Cape_coast,primary_plan,High School or Below,Employed,female,Single,218,116,1,2,contacting_branch_directly,SUV,No
4793,Takoradi,primary_plan,Bachelor,Unemployed,male,Married,126,9,8,2,contacting_agent,2-door_car,No
4794,Takoradi,primary_plan,College,Employed,female,Married,132,120,2,1,contacting_agent,2-door_car,No
4795,Accra,primary_plan,Bachelor,Employed,male,Married,126,56,1,1,contacting_agent,4-door_car,No
4796,Takoradi,primary_plan,Bachelor,Employed,male,Married,138,86,2,1,contacting_agent,4-door_car,No
4797,Accra,extended_plan,High School or Below,Employed,male,Married,274,77,2,1,customer_call_centre,SUV,No
4798,Kumasi,primary_plan,High School or Below,Unemployed,female,Single,124,17,1,1,contacting_agent,4-door_car,No
4799,Cape_coast,extended_plan,High School or Below,Unemployed,female,Single,250,34,1,3,contacting_agent,SUV,No
4800,Takoradi,extended_plan,College,Employed,female,Married,186,129,1,3,contacting_branch_directly,2-door_car,No
4801,Kumasi,primary_plan,College,Employed,male,Single,142,13,4,2,contacting_agent,4-door_car,No
4802,Accra,primary_plan,High School or Below,Employed,female,Single,148,34,2,2,contacting_branch_directly,4-door_car,No
4803,Takoradi,primary_plan,College,Employed,female,Married,230,43,2,4,contacting_agent,SUV,No
4804,Accra,extended_plan,Bachelor,Employed,female,Married,258,34,9,3,customer_call_centre,SUV,No
4805,Kumasi,primary_plan,Bachelor,Employed,male,Divorced,210,60,1,1,contacting_agent,SUV,No
4806,Kumasi,primary_plan,College,Employed,male,Married,126,133,2,1,contacting_branch_directly,4-door_car,No
4807,Tamale,extended_plan,High School or Below,Unemployed,male,Single,178,17,4,1,contacting_agent,4-door_car,No
4808,Accra,extended_plan,College,Employed,female,Married,428,34,2,1,contacting_branch_directly,luxirious_car,Yes
4809,Kumasi,primary_plan,College,Employed,female,Married,380,30,5,2,contacting_branch_directly,luxurious_suv,No
4810,Cape_coast,primary_plan,College,Employed,female,Divorced,144,90,3,3,contacting_agent,4-door_car,No
4811,Accra,primary_plan,Master,Employed,female,Divorced,216,52,2,3,customer_call_centre,SUV,No
4812,Accra,extended_plan,High School or Below,Employed,female,Married,278,112,1,1,contacting_agent,SUV,No
4813,Takoradi,extended_plan,Bachelor,Employed,female,Married,402,47,2,1,via_the_web,luxurious_suv,No
4814,Kumasi,extended_plan,College,Employed,female,Married,162,22,2,3,via_the_web,2-door_car,No
4815,Takoradi,extended_plan,Bachelor,Employed,male,Married,270,99,1,2,via_the_web,SUV,No
4816,Accra,primary_plan,Bachelor,Employed,female,Married,134,13,6,2,customer_call_centre,4-door_car,Yes
4817,Accra,extended_plan,College,Employed,female,Married,194,4,3,1,contacting_branch_directly,4-door_car,No
4818,Accra,primary_plan,College,Unemployed,female,Divorced,132,69,1,1,contacting_branch_directly,4-door_car,Yes
4819,Kumasi,primary_plan,College,Employed,female,Married,136,60,6,4,via_the_web,4-door_car,No
4820,Takoradi,premium_plan,Bachelor,Unemployed,female,Single,322,82,9,1,customer_call_centre,SUV,No
4821,Takoradi,primary_plan,High School or Below,Employed,male,Married,138,133,6,1,contacting_agent,2-door_car,No
4822,Cape_coast,primary_plan,College,Employed,female,Single,138,90,1,3,contacting_agent,4-door_car,No
4823,Kumasi,primary_plan,College,Employed,female,Married,222,13,9,1,via_the_web,SUV,No
4824,Cape_coast,primary_plan,Bachelor,Unemployed,male,Single,138,30,8,1,contacting_agent,4-door_car,No
4825,Accra,primary_plan,College,Unemployed,male,Single,140,103,1,1,contacting_branch_directly,4-door_car,Yes
4826,Accra,extended_plan,College,Employed,female,Divorced,198,39,2,2,via_the_web,2-door_car,No
4827,Cape_coast,primary_plan,Master,Employed,male,Married,140,90,9,2,contacting_branch_directly,4-door_car,No
4828,Kumasi,primary_plan,Bachelor,Employed,female,Married,216,129,9,1,contacting_branch_directly,SUV,No
4829,Kumasi,primary_plan,High School or Below,Employed,male,Single,200,4,1,2,contacting_branch_directly,SUV,No
4830,Takoradi,primary_plan,Bachelor,Employed,female,Married,122,103,1,3,customer_call_centre,4-door_car,No
4831,Takoradi,primary_plan,Bachelor,Employed,male,Married,224,26,1,2,via_the_web,SUV,No
4832,Kumasi,primary_plan,College,Employed,male,Single,128,60,1,2,customer_call_centre,4-door_car,No
4833,Takoradi,extended_plan,Master,Employed,male,Married,436,73,3,1,contacting_agent,luxurious_suv,No
4834,Tamale,primary_plan,College,Unemployed,male,Single,140,103,1,1,contacting_branch_directly,4-door_car,Yes
4835,Tamale,primary_plan,High School or Below,Unemployed,female,Married,142,9,1,1,contacting_branch_directly,4-door_car,No
4836,Accra,premium_plan,College,Unemployed,female,Single,228,0,1,1,customer_call_centre,4-door_car,No
4837,Accra,primary_plan,Bachelor,Employed,male,Married,380,133,9,3,via_the_web,luxirious_car,No
4838,Cape_coast,extended_plan,Bachelor,Unemployed,female,Single,158,60,2,1,contacting_branch_directly,4-door_car,No
4839,Accra,primary_plan,Bachelor,Employed,male,Married,124,4,5,2,customer_call_centre,4-door_car,Yes
4840,Kumasi,primary_plan,Bachelor,Employed,female,Married,132,64,8,1,contacting_agent,2-door_car,Yes
4841,Accra,extended_plan,High School or Below,Unemployed,male,Single,246,150,3,2,contacting_branch_directly,SUV,No
4842,Kumasi,extended_plan,College,Employed,male,Married,168,99,1,4,contacting_branch_directly,2-door_car,No
4843,Kumasi,primary_plan,Bachelor,Employed,male,Divorced,146,108,2,2,customer_call_centre,2-door_car,Yes
4844,Takoradi,primary_plan,Bachelor,Employed,female,Married,126,30,1,2,contacting_branch_directly,2-door_car,No
4845,Takoradi,primary_plan,Master,Disabled,male,Married,124,0,2,1,contacting_agent,2-door_car,No
4846,Kumasi,primary_plan,Bachelor,Unemployed,female,Single,144,0,2,2,via_the_web,4-door_car,No
4847,Cape_coast,primary_plan,High School or Below,Medical Leave,female,Married,212,52,2,1,contacting_branch_directly,SUV,No
4848,Accra,extended_plan,Master,Employed,female,Divorced,478,82,7,2,contacting_agent,luxurious_suv,Yes
4849,Cape_coast,primary_plan,College,Employed,female,Single,130,39,2,1,contacting_agent,2-door_car,No
4850,Takoradi,primary_plan,Doctor,Employed,male,Divorced,136,52,2,2,contacting_agent,4-door_car,No
4851,Accra,primary_plan,College,Employed,male,Married,122,22,1,2,contacting_agent,4-door_car,No
4852,Tamale,extended_plan,College,Employed,female,Married,258,82,1,4,contacting_branch_directly,Sports Car,No
4853,Cape_coast,primary_plan,Bachelor,Unemployed,female,Single,136,22,2,2,customer_call_centre,4-door_car,No
4854,Kumasi,primary_plan,Bachelor,Retired,female,Divorced,142,129,1,3,customer_call_centre,4-door_car,No
4855,Kumasi,primary_plan,College,Employed,female,Divorced,220,133,3,2,contacting_agent,SUV,No
4856,Kumasi,premium_plan,Master,Disabled,female,Divorced,362,95,8,1,via_the_web,SUV,Yes
4857,Kumasi,primary_plan,High School or Below,Employed,male,Married,214,125,9,2,contacting_agent,Sports Car,Yes
4858,Takoradi,primary_plan,College,Retired,male,Married,126,138,2,1,contacting_agent,4-door_car,Yes
4859,Kumasi,primary_plan,High School or Below,Employed,male,Married,138,95,2,1,contacting_agent,4-door_car,No
4860,Cape_coast,primary_plan,College,Employed,male,Married,122,69,3,2,contacting_agent,2-door_car,No
4861,Kumasi,primary_plan,Bachelor,Employed,female,Married,142,4,2,2,customer_call_centre,4-door_car,No
4862,Cape_coast,premium_plan,High School or Below,Unemployed,female,Married,236,112,2,1,via_the_web,4-door_car,No
4863,Kumasi,primary_plan,Bachelor,Unemployed,male,Single,382,116,3,1,contacting_agent,luxirious_car,No
4864,Kumasi,primary_plan,College,Employed,female,Divorced,136,60,1,1,customer_call_centre,4-door_car,No
4865,Takoradi,primary_plan,Bachelor,Employed,female,Married,230,4,1,2,contacting_branch_directly,SUV,No
4866,Accra,primary_plan,Bachelor,Employed,male,Married,140,86,1,2,contacting_agent,4-door_car,No
4867,Kumasi,primary_plan,College,Employed,female,Married,126,13,1,2,contacting_branch_directly,4-door_car,No
4868,Takoradi,premium_plan,Bachelor,Employed,male,Married,230,17,7,3,contacting_branch_directly,4-door_car,No
4869,Kumasi,premium_plan,High School or Below,Employed,female,Married,208,9,1,2,contacting_branch_directly,2-door_car,No
4870,Accra,extended_plan,Bachelor,Employed,female,Single,158,86,2,2,customer_call_centre,2-door_car,No
4871,Kumasi,primary_plan,Master,Employed,male,Single,236,69,3,1,customer_call_centre,SUV,No
4872,Kumasi,primary_plan,High School or Below,Employed,male,Married,130,108,1,1,contacting_agent,4-door_car,No
4873,Accra,primary_plan,Bachelor,Unemployed,female,Single,142,4,2,1,customer_call_centre,4-door_car,No
4874,Kumasi,primary_plan,High School or Below,Employed,female,Married,122,22,1,1,contacting_agent,2-door_car,No
4875,Accra,primary_plan,College,Unemployed,female,Single,126,56,1,3,via_the_web,4-door_car,No
4876,Takoradi,primary_plan,Bachelor,Employed,female,Single,224,39,3,3,customer_call_centre,SUV,No
4877,Accra,primary_plan,College,Employed,female,Married,130,99,4,1,contacting_agent,4-door_car,No
4878,Kumasi,primary_plan,College,Retired,female,Married,144,47,1,2,contacting_branch_directly,2-door_car,Yes
4879,Kumasi,primary_plan,College,Employed,female,Married,122,129,1,4,via_the_web,2-door_car,No
4880,Kumasi,extended_plan,Master,Employed,male,Divorced,190,77,1,2,via_the_web,4-door_car,No
4881,Takoradi,premium_plan,Bachelor,Employed,female,Single,228,13,7,1,contacting_agent,4-door_car,No
4882,Accra,extended_plan,College,Employed,male,Married,270,34,2,2,customer_call_centre,SUV,No
4883,Tamale,primary_plan,High School or Below,Employed,male,Married,148,9,1,1,contacting_branch_directly,2-door_car,No
4884,Kumasi,extended_plan,College,Employed,female,Married,266,4,2,3,customer_call_centre,SUV,No
4885,Kumasi,primary_plan,High School or Below,Employed,male,Married,122,26,2,2,contacting_agent,4-door_car,Yes
4886,Accra,primary_plan,Bachelor,Employed,female,Married,220,95,2,1,customer_call_centre,SUV,No
4887,Takoradi,primary_plan,College,Unemployed,female,Married,130,146,1,2,contacting_branch_directly,2-door_car,No
4888,Cape_coast,premium_plan,High School or Below,Unemployed,male,Single,550,13,1,1,contacting_agent,luxurious_suv,No
4889,Kumasi,premium_plan,High School or Below,Employed,female,Married,226,86,9,2,via_the_web,4-door_car,Yes
4890,Accra,primary_plan,High School or Below,Employed,male,Married,222,82,2,3,customer_call_centre,SUV,No
4891,Accra,primary_plan,College,Employed,male,Married,128,142,1,1,contacting_branch_directly,4-door_car,No
4892,Accra,primary_plan,Bachelor,Employed,female,Married,148,82,2,4,contacting_agent,4-door_car,No
4893,Tamale,primary_plan,College,Unemployed,female,Married,134,0,1,2,customer_call_centre,2-door_car,No
4894,Tamale,primary_plan,High School or Below,Unemployed,female,Single,146,77,2,1,contacting_branch_directly,4-door_car,No
4895,Cape_coast,extended_plan,College,Employed,female,Married,188,82,1,4,customer_call_centre,2-door_car,No
4896,Cape_coast,primary_plan,Bachelor,Employed,male,Married,134,125,2,2,contacting_agent,4-door_car,Yes
4897,Accra,primary_plan,College,Employed,female,Married,126,129,3,4,contacting_agent,4-door_car,No
4898,Accra,primary_plan,High School or Below,Unemployed,male,Single,374,4,2,1,contacting_agent,luxirious_car,No
4899,Accra,extended_plan,High School or Below,Unemployed,female,Single,172,52,8,3,customer_call_centre,4-door_car,No
4900,Tamale,extended_plan,Bachelor,Unemployed,female,Married,152,34,3,2,contacting_agent,4-door_car,Yes
4901,Tamale,primary_plan,College,Employed,male,Married,208,116,1,2,contacting_agent,SUV,No
4902,Takoradi,extended_plan,High School or Below,Unemployed,female,Divorced,172,73,1,4,contacting_branch_directly,4-door_car,No
4903,Accra,extended_plan,Bachelor,Unemployed,female,Single,188,60,2,1,contacting_agent,4-door_car,No
4904,Accra,primary_plan,Doctor,Employed,female,Married,138,0,4,2,contacting_agent,4-door_car,No
4905,Kumasi,primary_plan,College,Employed,male,Divorced,204,146,2,2,customer_call_centre,SUV,No
4906,Accra,premium_plan,College,Employed,female,Divorced,316,0,6,1,contacting_branch_directly,SUV,No
4907,Kumasi,extended_plan,College,Unemployed,female,Married,276,4,2,1,contacting_agent,SUV,No
4908,Kumasi,primary_plan,Bachelor,Employed,female,Married,136,30,8,2,contacting_branch_directly,4-door_car,No
4909,Takoradi,primary_plan,High School or Below,Employed,male,Married,126,95,3,3,contacting_branch_directly,4-door_car,No
4910,Kumasi,extended_plan,Bachelor,Unemployed,female,Divorced,278,22,2,1,customer_call_centre,SUV,Yes
4911,Kumasi,extended_plan,College,Employed,male,Divorced,172,90,3,3,via_the_web,4-door_car,No
4912,Accra,primary_plan,College,Employed,male,Married,228,34,2,1,contacting_branch_directly,SUV,No
4913,Cape_coast,primary_plan,High School or Below,Employed,male,Married,136,95,2,1,contacting_agent,4-door_car,No
4914,Kumasi,primary_plan,Doctor,Disabled,male,Married,134,17,2,4,contacting_agent,2-door_car,No
4915,Kumasi,premium_plan,College,Employed,female,Married,566,142,2,4,via_the_web,luxurious_suv,No
4916,Cape_coast,primary_plan,College,Disabled,female,Divorced,142,146,2,2,via_the_web,2-door_car,No
4917,Cape_coast,extended_plan,High School or Below,Employed,female,Married,194,0,1,3,contacting_agent,4-door_car,Yes
4918,Accra,primary_plan,High School or Below,Unemployed,female,Single,138,17,2,2,contacting_branch_directly,4-door_car,No
4919,Kumasi,primary_plan,High School or Below,Unemployed,male,Married,138,129,2,1,contacting_branch_directly,4-door_car,No
4920,Takoradi,extended_plan,Bachelor,Unemployed,female,Married,164,103,2,1,contacting_branch_directly,4-door_car,No
4921,Accra,primary_plan,Bachelor,Employed,male,Single,142,73,3,1,contacting_agent,2-door_car,No
4922,Cape_coast,primary_plan,Bachelor,Disabled,female,Married,146,17,2,2,customer_call_centre,4-door_car,Yes
4923,Accra,primary_plan,Bachelor,Medical Leave,male,Married,146,86,1,2,via_the_web,4-door_car,No
4924,Cape_coast,primary_plan,High School or Below,Employed,male,Married,132,112,3,1,customer_call_centre,4-door_car,No
4925,Accra,extended_plan,College,Retired,female,Divorced,172,90,6,1,contacting_branch_directly,4-door_car,Yes
