Customer_ID,City,Work_Status,Gender,Coverage_Type,Accessbility,Vehicle_Type,Monthly_Premium,Open_Policies,Renew_Offer_Type,Vehicle_Age_In_Years,Weeks_Since_Claim,Churn
10002815,Denver,Employed,Male,Premium_Plan,Direct Branch Contact,Sedan_4 Door,236,1,1,2,69,No
10002816,Denver,Unemployed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,140,2,1,2,77,No
10002817,Boston,Unemployed,Female,Extended_Plan,Direct Branch Contact,Sedan_4 Door,172,1,1,6,34,No
10002818,Denver,Employed,Male,Primary_Plan,Website,Coupe_2 Door,142,2,2,2,56,No
10002819,Fairfield,Employed,Female,Primary_Plan,Direct Branch Contact,SUV,216,1,2,4,120,Yes
10002820,Boston,Medical Leave,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,128,3,3,6,9,No
10002821,Tampa,Employed,Female,Extended_Plan,Agents,SUV,260,1,2,2,52,Yes
10002822,Tampa,Employed,Female,Primary_Plan,Website,Coupe_2 Door,148,8,4,2,60,No
10002823,Boston,Unemployed,Male,Extended_Plan,Website,Coupe_2 Door,192,1,4,6,26,No
10002824,Tampa,Employed,Female,Premium_Plan,Direct Branch Contact,Sedan_4 Door,214,4,1,2,56,No
10002825,Tampa,Retired,Male,Primary_Plan,Agents,SUV,212,2,1,6,47,Yes
10002826,Denver,Unemployed,Female,Extended_Plan,Agents,Sedan_4 Door,192,3,1,6,0,No
10002827,Denver,Unemployed,Female,Extended_Plan,Agents,SUV,272,3,1,6,30,No
10002828,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,SUV,224,1,2,2,60,No
10002829,Boston,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,124,1,3,6,0,No
10002830,Fairfield,Employed,Female,Extended_Plan,Customer_Call_Centre,SUV,242,3,3,2,56,No
10002831,Denver,Unemployed,Female,Primary_Plan,Agents,Sports Car,220,5,2,2,69,No
10002832,Tampa,Employed,Male,Primary_Plan,Website,Sedan_4 Door,144,1,4,2,73,No
10002833,Tampa,Employed,Female,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,144,5,2,2,86,No
10002834,Boston,Employed,Male,Primary_Plan,Website,Sedan_4 Door,142,2,1,6,13,No
10002835,Tampa,Employed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,142,2,2,6,34,No
10002836,Boston,Unemployed,Female,Primary_Plan,Website,SUV,204,2,4,2,86,No
10002837,Denver,Employed,Male,Premium_Plan,Agents,Sedan_4 Door,210,1,3,2,64,No
10002838,Tampa,Unemployed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,122,1,4,6,22,No
10002839,Fairfield,Employed,Female,Extended_Plan,Agents,SUV,248,1,1,2,77,No
10002840,Boston,Employed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,144,1,2,6,17,No
10002841,Denver,Unemployed,Female,Extended_Plan,Direct Branch Contact,Sports Car,244,9,1,2,64,Yes
10002842,Denver,Employed,Male,Extended_Plan,Agents,Sedan_4 Door,162,9,2,4,112,No
10002843,Denver,Unemployed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,144,2,2,2,64,No
10002844,Fairfield,Employed,Male,Primary_Plan,Direct Branch Contact,Coupe_2 Door,124,2,2,6,4,No
10002845,Denver,Employed,Male,Premium_Plan,Website,Sedan_4 Door,232,3,1,6,47,No
10002846,Boston,Employed,Female,Primary_Plan,Website,Sedan_4 Door,136,9,2,6,47,No
10002847,Boston,Employed,Female,Extended_Plan,Agents,Sedan_4 Door,180,6,3,4,108,No
10002848,Tampa,Disabled,Female,Primary_Plan,Agents,Sedan_4 Door,138,9,2,4,99,No
10002849,Fairfield,Unemployed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,134,7,2,6,43,No
10002850,Tampa,Employed,Female,Extended_Plan,Website,Sedan_4 Door,154,4,2,6,13,No
10002851,Denver,Employed,Male,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,166,6,1,6,30,No
10002852,Boston,Employed,Male,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,172,2,1,2,95,No
10002853,Boston,Disabled,Male,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,192,2,3,4,125,No
10002854,Boston,Employed,Female,Primary_Plan,Direct Branch Contact,SUV,228,1,2,2,86,Yes
10002855,Denver,Employed,Male,Extended_Plan,Direct Branch Contact,Coupe_2 Door,170,7,2,2,60,No
10002856,Tampa,Employed,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,126,1,2,2,64,No
10002857,Boston,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,138,6,1,6,9,No
10002858,Tampa,Employed,Male,Extended_Plan,Direct Branch Contact,Sedan_4 Door,182,7,1,4,129,No
10002859,Fairfield,Employed,Male,Primary_Plan,Agents,SUV,210,3,3,2,73,No
10002860,Fairfield,Employed,Male,Primary_Plan,Direct Branch Contact,Coupe_2 Door,138,1,2,2,82,No
10002861,Denver,Employed,Female,Extended_Plan,Website,Sedan_4 Door,186,2,1,4,108,No
10002862,Fairfield,Unemployed,Male,Extended_Plan,Agents,Coupe_2 Door,198,1,1,2,69,No
10002863,Denver,Disabled,Female,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,122,2,4,4,120,No
10002864,Fairfield,Medical Leave,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,146,1,2,6,0,No
10002865,Denver,Employed,Male,Primary_Plan,Website,Sedan_4 Door,144,9,3,4,99,No
10002866,Denver,Employed,Female,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,136,4,3,4,108,No
10002867,Boston,Unemployed,Female,Primary_Plan,Agents,Coupe_2 Door,126,7,1,2,90,No
10002868,Denver,Unemployed,Male,Primary_Plan,Website,Sports Car,238,3,2,4,39,Yes
10002869,Indianapolis,Employed,Male,Primary_Plan,Agents,SUV,214,8,2,6,34,No
10002870,Boston,Unemployed,Male,Primary_Plan,Agents,Coupe_2 Door,146,1,1,2,56,No
10002871,Boston,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,134,1,4,4,108,No
10002872,Indianapolis,Unemployed,Male,Extended_Plan,Agents,Sedan_4 Door,190,9,1,2,60,No
10002873,Denver,Medical Leave,Female,Extended_Plan,Direct Branch Contact,Coupe_2 Door,188,1,3,4,133,No
10002874,Boston,Unemployed,Male,Primary_Plan,Agents,Coupe_2 Door,136,2,3,6,43,No
10002875,Boston,Employed,Female,Extended_Plan,Direct Branch Contact,SUV,272,1,1,4,146,No
10002876,Denver,Employed,Female,Primary_Plan,Website,Luxurious_SUV,370,5,2,4,22,No
10002877,Tampa,Disabled,Female,Primary_Plan,Website,Sedan_4 Door,126,1,1,2,95,Yes
10002878,Tampa,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,134,3,2,6,43,No
10002879,Boston,Employed,Male,Extended_Plan,Agents,Sedan_4 Door,184,3,1,4,99,No
10002880,Boston,Employed,Female,Premium_Plan,Direct Branch Contact,SUV,288,8,1,4,99,No
10002881,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,144,5,2,6,13,No
10002882,Denver,Unemployed,Female,Extended_Plan,Agents,Sedan_4 Door,188,2,3,4,99,No
10002883,Boston,Employed,Male,Primary_Plan,Customer_Call_Centre,Sports Car,236,1,1,2,56,No
10002884,Boston,Employed,Female,Primary_Plan,Agents,Coupe_2 Door,122,8,4,2,82,No
10002885,Indianapolis,Employed,Male,Primary_Plan,Direct Branch Contact,Coupe_2 Door,128,1,4,6,43,No
10002886,Tampa,Unemployed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,130,1,3,6,34,No
10002887,Boston,Unemployed,Male,Primary_Plan,Website,Sedan_4 Door,128,7,1,4,112,No
10002888,Tampa,Employed,Male,Extended_Plan,Agents,Sedan_4 Door,194,1,1,4,125,No
10002889,Fairfield,Employed,Male,Primary_Plan,Agents,SUV,212,1,1,2,69,No
10002890,Boston,Employed,Male,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,124,1,1,6,22,No
10002891,Boston,Unemployed,Female,Primary_Plan,Website,Coupe_2 Door,146,5,1,4,150,Yes
10002892,Boston,Employed,Female,Extended_Plan,Direct Branch Contact,Sedan_4 Door,156,8,3,2,77,No
10002893,Tampa,Unemployed,Male,Extended_Plan,Agents,SUV,244,1,2,4,116,Yes
10002894,Boston,Unemployed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,134,1,4,4,129,No
10002895,Tampa,Employed,Female,Extended_Plan,Agents,Luxirious_Car,498,3,1,2,95,No
10002896,Denver,Unemployed,Female,Primary_Plan,Website,SUV,220,3,1,2,82,No
10002897,Boston,Unemployed,Female,Extended_Plan,Agents,SUV,254,2,1,2,77,No
10002898,Denver,Employed,Male,Primary_Plan,Direct Branch Contact,SUV,208,2,4,2,60,No
10002899,Fairfield,Disabled,Female,Primary_Plan,Agents,SUV,218,1,1,6,39,No
10002900,Denver,Employed,Male,Extended_Plan,Website,SUV,258,4,2,6,4,No
10002901,Boston,Employed,Male,Primary_Plan,Website,Sedan_4 Door,134,8,3,4,103,No
10002902,Fairfield,Employed,Male,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,124,1,1,2,82,No
10002903,Indianapolis,Employed,Male,Primary_Plan,Website,SUV,206,1,2,6,26,Yes
10002904,Denver,Employed,Male,Premium_Plan,Customer_Call_Centre,Sedan_4 Door,226,1,1,6,43,No
10002905,Denver,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,126,2,3,6,22,No
10002906,Boston,Medical Leave,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,142,1,2,4,125,Yes
10002907,Tampa,Employed,Female,Extended_Plan,Website,Sedan_4 Door,180,5,2,2,82,No
10002908,Tampa,Employed,Female,Premium_Plan,Agents,SUV,370,2,2,6,0,No
10002909,Denver,Employed,Female,Primary_Plan,Agents,Coupe_2 Door,132,5,1,4,129,No
10002910,Tampa,Unemployed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,138,2,1,4,103,No
10002911,Denver,Unemployed,Male,Premium_Plan,Customer_Call_Centre,Sedan_4 Door,210,2,3,6,30,No
10002912,Denver,Employed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,140,8,4,6,30,No
10002913,Denver,Employed,Male,Extended_Plan,Direct Branch Contact,Sedan_4 Door,184,3,2,2,82,No
10002914,Indianapolis,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,148,2,2,2,95,Yes
10002915,Boston,Unemployed,Male,Primary_Plan,Website,Luxurious_SUV,382,1,2,4,9,No
10002916,Fairfield,Employed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,134,3,1,4,108,No
10002917,Boston,Employed,Male,Extended_Plan,Direct Branch Contact,Coupe_2 Door,184,1,1,4,103,Yes
10002918,Boston,Unemployed,Female,Primary_Plan,Agents,Sedan_4 Door,126,2,2,6,17,Yes
10002919,Denver,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,122,2,2,6,26,Yes
10002920,Denver,Unemployed,Female,Primary_Plan,Customer_Call_Centre,SUV,234,2,1,4,112,No
10002921,Boston,Employed,Female,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,148,7,4,6,39,No
10002922,Denver,Employed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,128,3,3,6,26,No
10002923,Fairfield,Employed,Female,Primary_Plan,Agents,SUV,218,3,2,4,112,No
10002924,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,SUV,222,1,1,6,22,No
10002925,Boston,Employed,Male,Primary_Plan,Agents,Coupe_2 Door,124,1,1,6,0,No
10002926,Tampa,Employed,Female,Primary_Plan,Agents,Coupe_2 Door,128,3,1,6,47,No
10002927,Boston,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,146,9,3,2,90,No
10002928,Boston,Employed,Male,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,122,1,2,6,4,No
10002929,Boston,Medical Leave,Male,Primary_Plan,Agents,Sedan_4 Door,144,3,2,4,116,No
10002930,Tampa,Employed,Female,Extended_Plan,Website,Sedan_4 Door,166,2,2,4,108,No
10002931,Fairfield,Unemployed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,148,2,2,4,103,No
10002932,Tampa,Employed,Female,Primary_Plan,Website,Coupe_2 Door,138,5,2,2,60,No
10002933,Fairfield,Unemployed,Male,Extended_Plan,Agents,Sedan_4 Door,160,2,1,6,34,No
10002934,Denver,Employed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,130,1,2,6,34,Yes
10002935,Tampa,Employed,Female,Premium_Plan,Agents,SUV,398,1,4,6,22,No
10002936,Boston,Unemployed,Female,Extended_Plan,Agents,Sedan_4 Door,152,2,1,6,17,No
10002937,Denver,Employed,Female,Primary_Plan,Agents,Coupe_2 Door,134,2,4,2,95,No
10002938,Tampa,Unemployed,Male,Primary_Plan,Agents,Coupe_2 Door,134,2,1,6,39,No
10002939,Boston,Employed,Male,Extended_Plan,Agents,Coupe_2 Door,174,1,1,4,112,No
10002940,Tampa,Employed,Male,Premium_Plan,Agents,Sedan_4 Door,226,3,2,2,56,No
10002941,Boston,Unemployed,Male,Primary_Plan,Agents,Sedan_4 Door,138,3,1,4,129,No
10002942,Tampa,Unemployed,Female,Extended_Plan,Website,Sedan_4 Door,176,2,4,6,13,No
10002943,Tampa,Disabled,Female,Premium_Plan,Website,SUV,362,8,1,2,95,Yes
10002944,Fairfield,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,138,2,4,6,47,No
10002945,Tampa,Employed,Male,Primary_Plan,Agents,SUV,208,3,1,6,22,No
10002946,Denver,Employed,Female,Primary_Plan,Website,Sedan_4 Door,128,1,1,4,99,No
10002947,Denver,Disabled,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,126,1,2,6,4,Yes
10002948,Indianapolis,Employed,Female,Primary_Plan,Customer_Call_Centre,SUV,200,1,2,6,13,No
10002949,Denver,Unemployed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,138,9,1,4,129,No
10002950,Boston,Employed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,124,5,2,6,4,Yes
10002951,Indianapolis,Employed,Female,Primary_Plan,Agents,Coupe_2 Door,122,1,2,6,9,No
10002952,Boston,Disabled,Female,Primary_Plan,Agents,Sedan_4 Door,138,1,1,4,99,No
10002953,Boston,Unemployed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,130,2,1,4,125,No
10002954,Tampa,Employed,Male,Primary_Plan,Direct Branch Contact,Luxirious_Car,386,3,3,4,47,No
10002955,Boston,Employed,Male,Extended_Plan,Direct Branch Contact,Sedan_4 Door,172,1,2,2,86,No
10002956,Boston,Employed,Male,Premium_Plan,Direct Branch Contact,Sedan_4 Door,214,1,4,6,47,No
10002957,Boston,Unemployed,Female,Primary_Plan,Website,Coupe_2 Door,146,5,1,4,150,Yes
10002958,Boston,Employed,Male,Extended_Plan,Agents,Sedan_4 Door,162,2,2,6,0,No
10002959,Denver,Employed,Female,Extended_Plan,Website,Sedan_4 Door,182,1,2,6,13,No
10002960,Boston,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,126,4,3,6,13,No
10002961,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,140,1,1,6,47,No
10002962,Tampa,Employed,Female,Primary_Plan,Agents,Sports Car,214,1,1,4,13,No
10002963,Fairfield,Unemployed,Female,Extended_Plan,Agents,Sedan_4 Door,152,2,1,6,17,No
10002964,Denver,Employed,Male,Premium_Plan,Agents,Sedan_4 Door,234,1,2,2,60,No
10002965,Denver,Employed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,148,5,3,6,9,No
10002966,Denver,Employed,Male,Primary_Plan,Agents,Coupe_2 Door,144,2,4,6,43,No
10002967,Tampa,Employed,Female,Premium_Plan,Website,Coupe_2 Door,216,2,1,4,99,No
10002968,Denver,Employed,Male,Primary_Plan,Website,Sports Car,206,3,4,4,13,No
10002969,Boston,Employed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,130,1,1,2,52,No
10002970,Indianapolis,Employed,Female,Primary_Plan,Agents,Coupe_2 Door,134,1,4,6,39,No
10002971,Boston,Employed,Female,Extended_Plan,Customer_Call_Centre,Coupe_2 Door,152,1,4,4,146,No
10002972,Boston,Disabled,Male,Extended_Plan,Direct Branch Contact,Sedan_4 Door,166,2,2,6,9,No
10002973,Denver,Unemployed,Female,Primary_Plan,Agents,Sedan_4 Door,138,8,1,2,52,No
10002974,Denver,Unemployed,Male,Extended_Plan,Agents,Sedan_4 Door,192,5,2,6,47,No
10002975,Boston,Unemployed,Male,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,144,1,4,6,0,No
10002976,Fairfield,Unemployed,Female,Extended_Plan,Website,Sedan_4 Door,160,1,2,6,39,No
10002977,Fairfield,Employed,Female,Primary_Plan,Website,SUV,206,3,4,4,150,No
10002978,Tampa,Employed,Male,Extended_Plan,Direct Branch Contact,Sedan_4 Door,176,2,1,4,103,No
10002979,Boston,Employed,Male,Primary_Plan,Agents,SUV,206,2,4,6,9,No
10002980,Boston,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,130,4,1,4,129,No
10002981,Boston,Unemployed,Female,Primary_Plan,Agents,Coupe_2 Door,122,2,2,4,150,No
10002982,Boston,Medical Leave,Female,Primary_Plan,Customer_Call_Centre,SUV,200,2,2,6,17,Yes
10002983,Boston,Unemployed,Male,Primary_Plan,Direct Branch Contact,SUV,216,2,2,4,99,No
10002984,Boston,Employed,Male,Premium_Plan,Agents,Sedan_4 Door,220,1,1,4,150,No
10002985,Boston,Employed,Female,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,130,2,1,6,17,No
10002986,Fairfield,Unemployed,Male,Primary_Plan,Agents,Sedan_4 Door,144,1,2,6,17,No
10002987,Fairfield,Employed,Male,Primary_Plan,Website,Sedan_4 Door,134,9,1,6,39,No
10002988,Fairfield,Employed,Male,Primary_Plan,Direct Branch Contact,Coupe_2 Door,148,1,2,2,52,No
10002989,Boston,Unemployed,Male,Extended_Plan,Website,Luxurious_SUV,422,5,1,4,133,No
10002990,Tampa,Employed,Female,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,188,9,4,6,22,No
10002991,Denver,Employed,Male,Primary_Plan,Agents,SUV,236,6,2,2,73,No
10002992,Tampa,Unemployed,Male,Primary_Plan,Agents,Sedan_4 Door,128,8,3,6,26,No
10002993,Tampa,Disabled,Male,Extended_Plan,Agents,SUV,270,5,2,4,150,No
10002994,Boston,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,146,1,2,2,69,No
10002995,Boston,Employed,Male,Extended_Plan,Website,Sedan_4 Door,194,7,2,6,47,No
10002996,Denver,Unemployed,Male,Extended_Plan,Agents,SUV,266,7,1,6,47,No
10002997,Indianapolis,Employed,Male,Primary_Plan,Agents,SUV,220,3,2,6,22,No
10002998,Tampa,Employed,Female,Primary_Plan,Customer_Call_Centre,SUV,210,1,1,6,43,No
10002999,Fairfield,Unemployed,Male,Extended_Plan,Direct Branch Contact,SUV,248,6,1,6,30,No
10003000,Tampa,Employed,Female,Primary_Plan,Customer_Call_Centre,SUV,226,2,1,4,138,No
10003001,Tampa,Employed,Female,Extended_Plan,Agents,SUV,268,2,1,4,138,No
10003002,Boston,Employed,Male,Extended_Plan,Agents,Sedan_4 Door,184,1,3,6,9,No
10003003,Denver,Unemployed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,134,1,2,6,47,No
10003004,Tampa,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,122,6,2,2,77,No
10003005,Denver,Unemployed,Male,Extended_Plan,Direct Branch Contact,Sedan_4 Door,188,1,1,4,116,No
10003006,Denver,Unemployed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,128,1,4,6,9,No
10003007,Denver,Employed,Male,Primary_Plan,Direct Branch Contact,SUV,236,2,2,6,4,Yes
10003008,Indianapolis,Employed,Female,Extended_Plan,Direct Branch Contact,Luxirious_Car,428,2,1,4,34,Yes
10003009,Tampa,Retired,Male,Primary_Plan,Agents,Sedan_4 Door,134,1,1,6,9,No
10003010,Denver,Unemployed,Male,Extended_Plan,Website,Coupe_2 Door,160,1,3,2,52,No
10003011,Denver,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,136,3,1,4,133,Yes
10003012,Boston,Unemployed,Female,Extended_Plan,Direct Branch Contact,Sedan_4 Door,160,2,1,6,43,No
10003013,Tampa,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,138,2,1,4,138,No
10003014,Tampa,Employed,Male,Extended_Plan,Website,Sedan_4 Door,168,9,3,6,26,No
10003015,Indianapolis,Unemployed,Female,Primary_Plan,Agents,Sedan_4 Door,132,3,1,2,73,No
10003016,Tampa,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,134,1,3,2,64,No
10003017,Tampa,Unemployed,Female,Premium_Plan,Direct Branch Contact,Coupe_2 Door,216,1,3,6,9,No
10003018,Boston,Employed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,136,8,4,2,56,No
10003019,Boston,Employed,Male,Premium_Plan,Agents,Sedan_4 Door,216,7,1,6,30,No
10003020,Boston,Unemployed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,142,1,2,4,108,No
10003021,Fairfield,Employed,Female,Primary_Plan,Agents,SUV,218,1,1,2,69,Yes
10003022,Denver,Employed,Female,Primary_Plan,Agents,Coupe_2 Door,146,7,1,2,64,No
10003023,Boston,Employed,Male,Extended_Plan,Agents,Sedan_4 Door,190,6,1,2,52,Yes
10003024,Tampa,Employed,Female,Primary_Plan,Customer_Call_Centre,SUV,222,1,4,6,30,No
10003025,Tampa,Employed,Male,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,138,9,1,4,116,No
10003026,Denver,Employed,Male,Primary_Plan,Agents,Coupe_2 Door,140,2,1,2,73,No
10003027,Tampa,Unemployed,Male,Primary_Plan,Website,SUV,200,2,4,6,39,No
10003028,Tampa,Unemployed,Female,Primary_Plan,Agents,Luxurious_SUV,374,2,1,2,95,No
10003029,Denver,Unemployed,Male,Primary_Plan,Customer_Call_Centre,SUV,218,1,1,6,9,No
10003030,Denver,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,148,3,2,4,108,No
10003031,Tampa,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,142,1,4,6,47,No
10003032,Boston,Employed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,148,3,3,4,116,No
10003033,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,Sports Car,238,1,2,4,112,No
10003034,Fairfield,Employed,Male,Primary_Plan,Website,Sedan_4 Door,142,6,2,6,13,No
10003035,Fairfield,Retired,Female,Primary_Plan,Agents,SUV,202,1,1,6,30,Yes
10003036,Denver,Employed,Female,Extended_Plan,Agents,SUV,250,8,1,6,0,No
10003037,Boston,Unemployed,Female,Extended_Plan,Agents,Sedan_4 Door,192,6,4,4,150,No
10003038,Tampa,Employed,Male,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,122,1,3,2,64,No
10003039,Indianapolis,Medical Leave,Male,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,160,2,1,6,34,No
10003040,Tampa,Employed,Female,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,182,7,2,4,142,No
10003041,Denver,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,136,1,1,4,116,No
10003042,Fairfield,Unemployed,Male,Primary_Plan,Agents,SUV,210,4,2,6,0,No
10003043,Fairfield,Employed,Female,Extended_Plan,Agents,SUV,260,1,2,2,52,Yes
10003044,Denver,Employed,Male,Primary_Plan,Direct Branch Contact,SUV,236,1,2,2,82,No
10003045,Tampa,Employed,Male,Primary_Plan,Website,Coupe_2 Door,126,1,3,2,64,Yes
10003046,Tampa,Employed,Male,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,142,4,2,6,4,No
10003047,Tampa,Employed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,134,9,2,4,142,No
10003048,Denver,Unemployed,Female,Primary_Plan,Agents,Sedan_4 Door,136,9,1,6,17,No
10003049,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,138,1,1,2,52,No
10003050,Boston,Employed,Female,Primary_Plan,Agents,SUV,236,1,1,4,138,No
10003051,Tampa,Employed,Male,Premium_Plan,Direct Branch Contact,SUV,358,3,4,6,47,No
10003052,Tampa,Unemployed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,128,1,1,6,39,No
10003053,Boston,Unemployed,Male,Primary_Plan,Website,Sedan_4 Door,146,3,2,6,47,No
10003054,Boston,Employed,Female,Primary_Plan,Website,Coupe_2 Door,146,2,2,6,43,No
10003055,Boston,Employed,Female,Extended_Plan,Website,Luxurious_SUV,464,7,2,4,116,No
10003056,Indianapolis,Unemployed,Male,Primary_Plan,Direct Branch Contact,Coupe_2 Door,132,1,3,4,133,No
10003057,Boston,Unemployed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,140,2,3,4,125,No
10003058,Tampa,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,144,1,2,6,9,No
10003059,Boston,Employed,Male,Primary_Plan,Agents,Coupe_2 Door,142,3,1,2,86,No
10003060,Tampa,Employed,Female,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,180,3,1,2,52,No
10003061,Indianapolis,Unemployed,Male,Premium_Plan,Customer_Call_Centre,Sedan_4 Door,230,1,2,2,77,No
10003062,Indianapolis,Retired,Female,Primary_Plan,Agents,Sedan_4 Door,148,2,1,6,0,No
10003063,Indianapolis,Employed,Female,Primary_Plan,Agents,SUV,236,1,1,6,26,No
10003064,Tampa,Employed,Male,Primary_Plan,Agents,Sports Car,236,2,1,4,0,No
10003065,Fairfield,Unemployed,Male,Extended_Plan,Customer_Call_Centre,SUV,242,1,1,4,129,No
10003066,Boston,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,142,1,2,2,82,No
10003067,Tampa,Employed,Male,Extended_Plan,Agents,Luxirious_Car,488,5,1,4,17,No
10003068,Boston,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,134,3,3,6,26,No
10003069,Tampa,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,122,4,1,4,103,No
10003070,Denver,Employed,Male,Primary_Plan,Website,Sports Car,228,1,4,4,9,No
10003071,Denver,Employed,Male,Primary_Plan,Agents,Luxurious_SUV,386,3,3,4,138,No
10003072,Fairfield,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,132,8,1,4,146,No
10003073,Fairfield,Employed,Male,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,126,2,2,6,43,No
10003074,Tampa,Employed,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,148,6,3,6,4,No
10003075,Boston,Employed,Female,Primary_Plan,Direct Branch Contact,SUV,236,2,1,6,47,No
10003076,Fairfield,Unemployed,Male,Primary_Plan,Agents,Sedan_4 Door,134,3,1,2,77,No
10003077,Denver,Employed,Female,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,134,8,3,2,52,No
10003078,Tampa,Employed,Female,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,162,6,1,4,103,No
10003079,Indianapolis,Unemployed,Male,Premium_Plan,Agents,Sedan_4 Door,208,1,1,4,129,No
10003080,Boston,Employed,Male,Extended_Plan,Website,Sedan_4 Door,196,3,3,6,34,No
10003081,Tampa,Employed,Male,Primary_Plan,Agents,SUV,218,1,4,6,17,No
